state,lga,ward,zone,health_facility_full_name,geo_coordinate,latitude,longitude,altitude,is_operational,alternate_facility_name_details,facility_type
TARABA,JALINGO,TURAKI A,NORTH EAST,Turaki A Primary Health Centre,SRID=4326;POINT (11.3619485 8.8901074),8.890107400000002,11.3619485,231.813,True,,PHC (Primary Health Centre)
TARABA,IBI,RIMI UKU II,NORTH EAST,Gindin Waya Primary Health Centre,SRID=4326;POINT (9.787265 8.080035),8.080035,9.787265,98.3,True,,PHC (Primary Health Centre)
TARABA,BALI,KAIGAMA,NORTH EAST,Garba Chede Primary Health Centre,SRID=4326;POINT (11.1124242 8.4575907),8.457590699999999,11.1124242,281.5,True,,PHC (Primary Health Centre)
TARABA,ARDO KOLA,ARDO KOLA,NORTH EAST,Ardo Kola Primary Health Centre,SRID=4326;POINT (11.3797052 8.8428666),8.842866599999999,11.3797052,201.5,True,,PHC (Primary Health Centre)
TARABA,KARIM LAMIDO,DIDANGO,NORTH EAST,Didango Primary Health Centre,SRID=4326;POINT (11.0375012 9.1633599),9.1633599,11.0375012,101.6,True,,PHC (Primary Health Centre)
TARABA,BALI,GANG TIBA,NORTH EAST,Deukusum Primary Health Centre,SRID=4326;POINT (11.633074 8.4494066),8.4494066,11.633074,392.4248047,True,,PHC (Primary Health Centre)
TARABA,ZING,MONKIN B,NORTH EAST,Kosensi Primary Health Centre,SRID=4326;POINT (11.6609142 8.7908592),8.790859199999998,11.660914199999999,563.9,True,,PHC (Primary Health Centre)
TARABA,SARDAUNA,KABRI,NORTH EAST,Kabri Song Barki Dispensary,SRID=4326;POINT (11.4268017 6.69168),6.69168,11.426801699999999,1547.7,True,Kabri Song Barki phcc,PHC (Primary Health Centre)
TARABA,YORRO,SUMBU II,NORTH EAST,Gongong Maliki Primary Health Centre,SRID=4326;POINT (11.4674308 8.8042133),8.8042133,11.4674308,233.239,True,,PHC (Primary Health Centre)
TARABA,ZING,ZING B,NORTH EAST,Tagalan Primary Health Centre,SRID=4326;POINT (11.7607733 8.9945683),8.994568300000001,11.7607733,480.7,True,Tagallang PHC,PHC (Primary Health Centre)
TARABA,TAKUM,ROGO,NORTH EAST,High Mammy Primary Health Centre,SRID=4326;POINT (9.9410276 7.2515947),7.2515947,9.9410276,248.393,True,,PHC (Primary Health Centre)
TARABA,ARDO KOLA,JAURO YINU,NORTH EAST,Kofai Primary Health Centre,SRID=4326;POINT (11.3163487 8.9115114),8.9115114,11.316348699999999,131.8999939,True,,PHC (Primary Health Centre)
TARABA,GASHAKA,JAMTARI,NORTH EAST,Jamtari Primary Health Centre,SRID=4326;POINT (11.36926 7.80185),7.80185,11.36926,293.1,True,,PHC (Primary Health Centre)
TARABA,SARDAUNA,WARWAR,NORTH EAST,Vakude Health Facility,SRID=4326;POINT (11.3006434 6.6432467),6.643246700000001,11.3006434,1398.6,True,,PHC (Primary Health Centre)
TARABA,TAKUM,KASHIMBILA,NORTH EAST,Kashimbila Primary Health Centre,SRID=4326;POINT (9.669577 6.8756004),6.8756004,9.669577,223.043,True,,PHC (Primary Health Centre)
TARABA,GASHAKA,SERTI B,NORTH EAST,Alfa Primary Health Centre,SRID=4326;POINT (11.3647315 7.5091487),7.509148700000001,11.3647315,431.0,True,,PHC (Primary Health Centre)
TARABA,USSA,KWESATI,NORTH EAST,Kwesati Primary Health Centre,SRID=4326;POINT (10.1595915 7.1836183),7.1836183,10.1595915,252.6,True,,PHC (Primary Health Centre)
TARABA,GASSOL,NAMNAI,NORTH EAST,Namnai Primary Health Centre,SRID=4326;POINT (10.947219 8.7641184),8.764118400000001,10.947219,112.9,True,,PHC (Primary Health Centre)
TARABA,KURMI,NYIDO/TOSSO,NORTH EAST,Nyiddo Tosso Primary Health Centre,SRID=4326;POINT (10.2802395 7.1763708),7.1763708,10.2802395,244.0,True,,PHC (Primary Health Centre)
TARABA,DONGA,SUNTAI,NORTH EAST,Suntai Primary Health Centre,SRID=4326;POINT (10.3796352 7.9046562),7.904656200000001,10.3796352,185.2,True,,PHC (Primary Health Centre)
TARABA,KARIM LAMIDO,DAROFAI,NORTH EAST,Zailani Dispensary,SRID=4326;POINT (10.9527283 9.2601517),9.2601517,10.9527283,210.9,True,Zailani PHCC,PHC (Primary Health Centre)
TARABA,JALINGO,ABBARE YELWA,NORTH EAST,Yelwa Primary Health Centre,SRID=4326;POINT (11.2088481 9.0556757),9.0556757,11.208848099999999,141.514,True,,PHC (Primary Health Centre)
TARABA,KARIM LAMIDO,JEN ARDIDO,NORTH EAST,Jen Primary Health Centre,SRID=4326;POINT (11.4667622 9.3946934),9.394693400000001,11.466762199999998,159.8,True,,PHC (Primary Health Centre)
TARABA,BALI,SUNTAI,NORTH EAST,Suntai Primary Health Centre,SRID=4326;POINT (10.3968835 7.6129742),7.6129742,10.396883500000001,190.1,True,,PHC (Primary Health Centre)
TARABA,GASHAKA,GAYAM,NORTH EAST,Gayam Primary Health Centre,SRID=4326;POINT (11.2327033 7.8023617),7.8023617,11.2327033,199.8,True,,PHC (Primary Health Centre)
TARABA,JALINGO,SINTALI,NORTH EAST,Hon Imam Primary Health Centre,SRID=4326;POINT (11.3639168 8.8953391),8.895339100000001,11.3639168,355.1,True,,PHC (Primary Health Centre)
TARABA,KARIM LAMIDO,BIKWIN,NORTH EAST,Gwomu Dispensary,SRID=4326;POINT (11.2820526 9.4725001),9.4725001,11.2820526,230.1,True,Gwomu PHCC,PHC (Primary Health Centre)
TARABA,KARIM LAMIDO,BACHAMA,NORTH EAST,Sabon-Layi Primary Health Centre,SRID=4326;POINT (10.9756817 9.5343117),9.5343117,10.975681699999999,351.8,True,,PHC (Primary Health Centre)
TARABA,TAKUM,TIKARI,NORTH EAST,Gen Ty Danjuma Primary Health Centre,SRID=4326;POINT (9.9865112 7.2558223),7.2558223,9.986511199999999,395.92900000000003,True,,PHC (Primary Health Centre)
TARABA,DONGA,MARARRABA,NORTH EAST,Mararaba Primary Health Centre,SRID=4326;POINT (10.3619158 7.5042654),7.504265400000001,10.3619158,179.4,True,MARARABA PHCC,PHC (Primary Health Centre)
TARABA,KURMI,NJUANDE,NORTH EAST,Asha Primary Health Centre,SRID=4326;POINT (10.7777513 7.0930824),7.093082400000001,10.7777513,324.0,True,,PHC (Primary Health Centre)
TARABA,BALI,BALI A,NORTH EAST,Gazabu Primary Health Centre,SRID=4326;POINT (10.8825798 7.8524647),7.8524647,10.8825798,205.2,True,,PHC (Primary Health Centre)
TARABA,KURMI,BAISSA,NORTH EAST,Bassa Primary Health Centre,SRID=4326;POINT (10.6325377 7.2276511),7.2276511,10.632537699999999,288.0,True,Baissa Model,PHC (Primary Health Centre)
TARABA,KURMI,DIDAN,NORTH EAST,Didan Primary Health Centre,SRID=4326;POINT (10.5469406 7.3279673),7.327967299999999,10.546940600000001,280.0,True,,PHC (Primary Health Centre)
TARABA,GASSOL,MUTUM BIYU I,NORTH EAST,Kwatan Nanido Primary Health Centre,SRID=4326;POINT (10.7155854 8.7117396),8.7117396,10.7155854,26.2,True,,PHC (Primary Health Centre)
TARABA,LAU,LAU II,NORTH EAST,Bandawa Vinna Primary Health Centre,SRID=4326;POINT (11.1244826 9.1668067),9.1668067,11.1244826,136.28,True,,PHC (Primary Health Centre)
TARABA,DONGA,KUMBO,NORTH EAST,Kumbo Primary Health Centre,SRID=4326;POINT (10.2862429 7.3869586),7.3869586,10.2862429,185.7,True,GIDIN DUTSE WARD,PHC (Primary Health Centre)
TARABA,ARDO KOLA,SARKIN DUTSE,NORTH EAST,Mallum Primary Health Centre,SRID=4326;POINT (11.2983138 8.8575559),8.857555900000001,11.2983138,219.5,True,,PHC (Primary Health Centre)
TARABA,ARDO KOLA,SARKIN DUTSE,NORTH EAST,Tasu Health Centre,SRID=4326;POINT (11.3136619 8.8984601),8.8984601,11.313661900000001,235.1999969,True,,PHC (Primary Health Centre)
TARABA,IBI,RIMI UKU I,NORTH EAST,Unguwan Dampar Ibi Primary Health Centre,SRID=4326;POINT (9.7510778 8.1817771),8.1817771,9.751077800000001,80.3,True,,PHC (Primary Health Centre)
TARABA,GASHAKA,MAI-IDANU,NORTH EAST,Bam Primary Health Centre,SRID=4326;POINT (11.3460133 7.096035),7.0960350000000005,11.346013300000001,419.4,True,,PHC (Primary Health Centre)
TARABA,SARDAUNA,TITONG,NORTH EAST,Ngubin Basic Health Centre,SRID=4326;POINT (11.2535867 6.8368217),6.836821700000001,11.2535867,1572.1,True,,PHC (Primary Health Centre)
TARABA,TAKUM,MANYA,NORTH EAST,Manya Primary Health Centre,SRID=4326;POINT (10.2460206 7.3187225),7.318722500000001,10.2460206,182.21200000000002,True,,PHC (Primary Health Centre)
TARABA,USSA,RUFU,NORTH EAST,Rufu Primary Health Centre,SRID=4326;POINT (10.0648667 7.1803033),7.180303299999999,10.064866699999998,300.2,True,,PHC (Primary Health Centre)
TARABA,DONGA,GYATTA AURE,NORTH EAST,Gyata Aure Health Centre,SRID=4326;POINT (10.039927 7.7141331),7.714133099999999,10.039927,105.7,True,GYATTA AURE PHCC,PHC (Primary Health Centre)
TARABA,ARDO KOLA,IWARE,NORTH EAST,Iware Primary Health Centre,SRID=4326;POINT (11.1138155 8.8289059),8.8289059,11.1138155,251.0,True,,PHC (Primary Health Centre)
TARABA,DONGA,NYITA,NORTH EAST,Nyita Health Centre,SRID=4326;POINT (10.3039943 7.423812),7.423812,10.303994300000001,202.2,True,NYITA PHCC,PHC (Primary Health Centre)
TARABA,KURMI,ABONG,NORTH EAST,Abong Primary Health Centre,SRID=4326;POINT (10.7406845 6.9917623),6.9917622999999995,10.7406845,232.0,True,,PHC (Primary Health Centre)
TARABA,GASHAKA,MAYO SELBE,NORTH EAST,Mayo Selbe Primary Health Centre,SRID=4326;POINT (11.1316217 7.2803133),7.2803133,11.131621699999998,500.7,True,,PHC (Primary Health Centre)
TARABA,BALI,BADAKOSHI,NORTH EAST,Mayo Kam Primary Health Centre,SRID=4326;POINT (11.0521768 8.2507305),8.2507305,11.052176800000002,268.8,True,,PHC (Primary Health Centre)
TARABA,KARIM LAMIDO,KWANCHI,NORTH EAST,Mutun Daya Dispensary,SRID=4326;POINT (11.0816461 9.3657136),9.3657136,11.0816461,65.0,True,Mutum Daya PHCC,PHC (Primary Health Centre)
TARABA,IBI,SARKIN KUDU I,NORTH EAST,Sarkin Kudu Primary Health Centre,SRID=4326;POINT (9.7026114 8.3233825),8.3233825,9.7026114,162.7,True,,PHC (Primary Health Centre)
TARABA,USSA,BIKA,NORTH EAST,Jenuwa-Gida Primary Health Centre,SRID=4326;POINT (9.9143432 7.2075765),7.2075765,9.9143432,299.7,True,Sokchi waeweb,PHC (Primary Health Centre)
TARABA,WUKARI,AVYI,NORTH EAST,Pwadzu Health Centre,SRID=4326;POINT (9.7715692 7.8848011),7.8848011,9.7715692,195.5568237,True,Pwadzu Phcc,PHC (Primary Health Centre)
TARABA,TAKUM,YUKUBEN,NORTH EAST,Sabon Gida Maternal Child Health Centre,SRID=4326;POINT (10.0326801 7.0243158),7.024315799999999,10.032680099999999,250.81799999999998,True,Sabongida Yukuben PHC,PHC (Primary Health Centre)
TARABA,ZING,MONKIN A,NORTH EAST,Monkin Maternal And Child Health Centre,SRID=4326;POINT (11.6987348 8.8478671),8.8478671,11.6987348,514.6,True,Monkin PHCC,PHC (Primary Health Centre)
TARABA,YORRO,KASSA II,NORTH EAST,Dankum Primary Health Centre,SRID=4326;POINT (11.6086235 8.8100365),8.8100365,11.6086235,655.5880000000001,True,,PHC (Primary Health Centre)
TARABA,BALI,MAIHULA,NORTH EAST,Mai Hula Primary Health Centre,SRID=4326;POINT (10.9957756 7.9915559),7.991555900000001,10.9957756,234.5,True,,PHC (Primary Health Centre)
TARABA,GASSOL,WUROJAM,NORTH EAST,Sansani Primary Health Centre,SRID=4326;POINT (10.2024843 8.4326239),8.4326239,10.2024843,120.4,True,,PHC (Primary Health Centre)
TARABA,BALI,BALI B,NORTH EAST,Bali Town Health Centre,SRID=4326;POINT (10.9679978 7.8577294),7.857729400000001,10.967997800000001,239.4,True,Bali B PHCC,PHC (Primary Health Centre)
TARABA,ZING,LAMMA,NORTH EAST,Lamma Primary Health Centre,SRID=4326;POINT (11.8112263 8.8116146),8.811614599999999,11.811226300000001,418.5,True,,PHC (Primary Health Centre)
TARABA,WUKARI,PUJE,NORTH EAST,Maternal And Child Health Wukari Primary Health Centre,SRID=4326;POINT (9.7846776 7.8809546),7.8809546,9.7846776,216.1606445,True,Wukari Phcc,PHC (Primary Health Centre)
TARABA,LAU,DONADDA,NORTH EAST,Donadda Primary Health Centre,SRID=4326;POINT (11.4631314 9.2898983),9.2898983,11.4631314,159.254,True,,PHC (Primary Health Centre)
TARABA,LAU,GARIN DOGO,NORTH EAST,Garin Dogo Primary Health Centre,SRID=4326;POINT (11.3235111 9.1526364),9.1526364,11.3235111,204.012,True,,PHC (Primary Health Centre)
TARABA,ZING,BITAKO,NORTH EAST,Bitako Yali Primary Health Centre,SRID=4326;POINT (11.7852506 8.9156442),8.9156442,11.7852506,498.9,True,,PHC (Primary Health Centre)
TARABA,USSA,KPAMBO PURI,NORTH EAST,Kpambo-Puri Primary Health Centre,SRID=4326;POINT (10.01916 7.01665),7.01665,10.019160000000001,221.6,True,,PHC (Primary Health Centre)
TARABA,ARDO KOLA,ZONGON KOMBI,NORTH EAST,Zangon Kombi Primary Health Centre,SRID=4326;POINT (11.052324 8.8074649),8.807464900000001,11.052324,176.6,True,,PHC (Primary Health Centre)
TARABA,WUKARI,TSOKUNDI,NORTH EAST,Tsokundi Model Health Centre,SRID=4326;POINT (10.0107683 7.8771252),7.877125200000001,10.0107683,167.7219238,True,Tsokundi PHCC,PHC (Primary Health Centre)
TARABA,JALINGO,KACHALLA SEMBE,NORTH EAST,Wuro Sembe 1 Primary Health Centre,SRID=4326;POINT (11.4048769 8.8523062),8.8523062,11.4048769,245.6,True,,PHC (Primary Health Centre)
TARABA,YORRO,KASSA I,NORTH EAST,Kassa Primary Health Centre,SRID=4326;POINT (11.63959 8.8237825),8.8237825,11.63959,591.572,True,,PHC (Primary Health Centre)
TARABA,LAU,MAYO LOPE,NORTH EAST,Mayolope Primary Health Centre,SRID=4326;POINT (11.6827231 9.2375754),9.2375754,11.6827231,199.328,True,,PHC (Primary Health Centre)
TARABA,BALI,GANG LARI,NORTH EAST,Dadin Kowa Primary Health Centre,SRID=4326;POINT (11.2697784 8.6411127),8.641112699999999,11.2697784,243.1,True,,Health Clinic
TARABA,WUKARI,CHONKU,NORTH EAST,Byegya Primary Health Centre,SRID=4326;POINT (9.7840059 7.9557106),7.9557106,9.7840059,233.1546631,True,,PHC (Primary Health Centre)
TARABA,WUKARI,AKWANA,NORTH EAST,Arufu Primary Health Centre,SRID=4326;POINT (9.2495217 7.8331467),7.8331467,9.249521699999999,139.8,True,,PHC (Primary Health Centre)
TARABA,ZING,DINDING,NORTH EAST,Dinding Primary Health Centre,SRID=4326;POINT (11.759548 8.8395192),8.8395192,11.759547999999999,525.7,True,,PHC (Primary Health Centre)
TARABA,GASHAKA,GANGUMI,NORTH EAST,Gangumi Primary Health Centre,SRID=4326;POINT (11.2009139 7.8513673),7.8513673,11.200913900000002,238.6,True,,PHC (Primary Health Centre)
TARABA,JALINGO,SARKIN DAWAKI,NORTH EAST,Jalingo Town Primary Health Centre,SRID=4326;POINT (11.3613975 8.8862714),8.8862714,11.3613975,234.679,True,Jalingo Township phc,PHC (Primary Health Centre)
TARABA,TAKUM,GAHWETUN,NORTH EAST,Nbakpa Primary Health Centre,SRID=4326;POINT (9.9835695 7.2635627),7.2635627000000005,9.983569500000002,325.385,True,Mbakpa PHCC,PHC (Primary Health Centre)
TARABA,KARIM LAMIDO,JEN KAIGANA,NORTH EAST,Bambuka Primary Health Centre,SRID=4326;POINT (11.3729211 9.5033833),9.503383300000001,11.3729211,318.8,True,,PHC (Primary Health Centre)
TARABA,ZING,BUBONG,NORTH EAST,Nbosung Primary Health Centre,SRID=4326;POINT (11.7893672 8.9858507),8.9858507,11.7893672,475.8,True,,PHC (Primary Health Centre)
TARABA,SARDAUNA,MAYO NDAGA,NORTH EAST,Mayo Ndaga Maternity Centre,SRID=4326;POINT (11.4415634 6.9148396),6.9148396,11.4415634,1590.7,True,Mayo Ndaga phcc,PHC (Primary Health Centre)
TARABA,WUKARI,BANTAJE,NORTH EAST,Bantaje Basic Health Centre,SRID=4326;POINT (10.1058983 8.1266517),8.1266517,10.105898300000002,113.5,True,Bantaje Phcc,PHC (Primary Health Centre)
TARABA,WUKARI,RAFIN KADA,NORTH EAST,Rafin Kada Primary Health Centre,SRID=4326;POINT (9.8866799 7.7102416),7.7102416,9.8866799,166.1190186,True,Rafin Kada maternity,PHC (Primary Health Centre)
